"cropYear","Date","Price","MarginCents","MaxPrice","Margin","PriceWithMargin","PercentSold"
"2015-16",2016-07-19,10.44,0.5,10.78,0.84,11.28,"10"
"2016-17",2016-04-22,9.83,0.35,11.63,2.15,11.98,"10"
"2016-17",2016-06-13,11.59,0.47,11.63,0.51,12.1,"10"
"2016-17",2016-07-07,10.25,0.48,11.63,1.86,12.11,"10"
"2016-17",2016-07-14,10.62,0.5,11.63,1.51,12.13,"10"
"2016-17",2016-07-22,9.88,0.5,11.63,2.25,12.13,"10"
"2016-17",2017-01-20,10.68,0.36,10.75,0.43,11.11,"10"
"2016-17",2017-05-10,9.62,0.36,10.02,0.76,10.38,"10"
"2016-17",2017-05-22,9.56,0.36,10.25,1.06,10.62,"10"
"2016-17",2017-07-10,10.2,0.36,10.25,0.42,10.62,"10"
"2016-17",2017-07-20,10.13,0.37,10.13,0.37,10.5,"10"
