"cropYear","Date","Price","MarginCents","MaxPrice","Margin","PriceWithMargin","PercentSold"
"2012-13",2012-05-25,12.89,0.5,17.71,5.32,18.21,"10"
"2012-13",2012-06-06,12.99,0.5,17.71,5.22,18.21,"10"
"2012-13",2012-06-19,13.85,0.5,17.71,4.36,18.21,"10"
"2012-13",2012-07-03,14.75,0.6,17.71,3.56,18.31,"10"
"2012-13",2012-07-27,16.02,0.75,17.71,2.44,18.46,"10"
"2012-13",2013-05-10,14.88,0.68,15.24,1.04,15.92,"10"
"2012-13",2013-05-20,14.65,0.68,16.13,2.16,16.81,"10"
"2012-13",2013-07-03,15.84,0.68,16.13,0.97,16.81,"10"
"2012-13",2013-07-22,15.2,0.68,15.2,0.68,15.88,"10"
"2013-14",2012-07-27,12.65,0.75,17.68,5.78,18.43,"10"
"2013-14",2012-09-17,13.41,0.75,16.69,4.03,17.44,"10"
"2013-14",2012-09-24,13.52,0.75,16.11,3.34,16.86,"10"
"2013-14",2013-01-16,12.97,0.68,14.89,2.6,15.57,"10"
"2013-14",2013-06-06,13.06,0.68,14.89,2.51,15.57,"10"
"2013-14",2013-06-19,13.11,0.68,14.89,2.46,15.57,"10"
"2013-14",2013-09-13,14.89,0.7,14.89,0.7,15.59,"10"
"2013-14",2013-11-06,12.63,0.7,14.89,2.96,15.59,"10"
"2013-14",2013-12-09,13.44,0.58,14.57,1.71,15.15,"10"
"2013-14",2014-02-13,13.44,0.58,14.57,1.71,15.15,"10"
"2014-15",2012-07-27,12.47,0.75,17.68,5.96,18.43,"10"
"2014-15",2012-09-17,12.85,0.75,16.69,4.59,17.44,"10"
"2014-15",2012-09-24,13.01,0.75,16.11,3.85,16.86,"10"
"2014-15",2014-02-24,11.6,0.5,12.71,1.61,13.21,"10"
"2014-15",2014-03-04,11.81,0.5,12.71,1.4,13.21,"10"
"2014-15",2014-05-22,12.71,0.6,12.71,0.6,13.31,"10"
"2014-15",2015-05-11,9.83,0.4,9.94,0.51,10.34,"10"
"2014-15",2015-05-20,9.41,0.4,10.56,1.55,10.96,"10"
"2014-15",2015-07-10,10.44,0.46,10.56,0.58,11.02,"10"
"2014-15",2015-07-20,10.08,0.46,10.45,0.83,10.91,"10"
"2015-16",2015-06-30,10.37,0.4,10.37,0.4,10.77,"10"
"2015-16",2015-07-10,10.22,0.46,10.37,0.61,10.83,"10"
"2015-16",2016-04-20,10.1,0.3,10.76,0.96,11.06,"10"
"2015-16",2016-05-17,10.8,0.46,11.78,1.44,12.24,"10"
"2015-16",2016-05-25,10.85,0.46,11.78,1.39,12.24,"10"
"2015-16",2016-06-08,11.78,0.47,11.78,0.47,12.25,"10"
"2015-16",2016-06-13,11.69,0.47,11.78,0.56,12.25,"13.3333333333333"
"2015-16",2016-06-30,11.75,0.47,11.78,0.5,12.25,"10"
"2015-16",2016-07-01,11.69,0.48,11.78,0.58,12.27,"16.6666666666667"
"2016-17",2016-04-19,9.96,0.3,11.63,1.97,11.93,"10"
"2016-17",2016-06-01,10.69,0.46,11.63,1.4,12.09,"10"
"2016-17",2016-06-10,11.63,0.47,11.63,0.47,12.1,"10"
"2016-17",2016-07-12,10.87,0.5,11.63,1.25,12.12,"10"
"2016-17",2016-07-29,10.03,0.5,11.63,2.1,12.13,"10"
"2016-17",2017-01-18,10.75,0.37,10.75,0.37,11.12,"10"
"2016-17",2017-05-10,9.62,0.36,10.02,0.76,10.38,"10"
"2016-17",2017-05-22,9.56,0.36,10.25,1.06,10.62,"10"
"2016-17",2017-07-10,10.2,0.36,10.25,0.42,10.62,"10"
"2016-17",2017-07-20,10.13,0.37,10.13,0.37,10.5,"10"
